date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2023-07-27 04:00:00+00:00,,,,,,0,0,49285.93,,,,,,,,0.0,,,,,,
2023-07-28 04:00:00+00:00,,,,,,0,0,49211.094,,,,,,,,0.0,,,,,,
2023-07-29 04:00:00+00:00,,,,,,0,0,49134.957,,,,,,,,0.0,,,,,,
2023-07-30 04:00:00+00:00,,,,,,0,0,49057.605,,,,,,,,0.0,,,,,,
2023-07-31 04:00:00+00:00,,,,,,0,0,48979.11,,,,,,,,0.0,,,,,,
2023-08-01 04:00:00+00:00,,,,,,0,0,48899.55,,,,,,,,0.0,,,,,,
2023-08-02 04:00:00+00:00,,,,,,0,0,48819.01,,,,,,,,0.0,,,,,,
2023-08-03 04:00:00+00:00,,,,,,0,0,48737.566,,,,,,,,0.0,,,,,,
2023-08-04 04:00:00+00:00,,,,,,0,0,48655.293,,,,,,,,0.0,,,,,,
2023-08-05 04:00:00+00:00,,,,,,0,0,48572.258,,,,,,,,0.0,,,,,,
2023-08-06 04:00:00+00:00,,,,,,0,0,48488.32,,,,,,,,0.0,,,,,,
2023-08-07 04:00:00+00:00,,,,,,0,0,48402.85,,,,,,,,0.0,,,,,,
2023-08-08 04:00:00+00:00,,,,,,0,0,48315.883,,,,,,,,0.0,,,,,,
2023-08-09 04:00:00+00:00,,,,,,0,0,48227.516,,,,,,,,0.0,,,,,,
2023-08-10 04:00:00+00:00,,,,,,0,0,48137.84,,,,,,,,0.0,,,,,,
2023-08-11 04:00:00+00:00,,,,,,0,0,48046.938,,,,,,,,0.0,,,,,,
2023-08-12 04:00:00+00:00,,,,,,0,0,47954.91,,,,,,,,0.0,,,,,,
2023-08-13 04:00:00+00:00,,,,,,0,0,47861.83,,,,,,,,0.0,,,,,,
2023-08-14 04:00:00+00:00,,,,,,0,0,47767.785,,,,,,,,0.0,,,,,,
2023-08-15 04:00:00+00:00,,,,,,0,0,47672.867,,,,,,,,0.0,,,,,,
2023-08-16 04:00:00+00:00,,,,,,0,0,47577.152,,,,,,,,0.0,,,,,,
2023-08-17 04:00:00+00:00,,,,,,0,0,47480.72,,,,,,,,0.0,,,,,,
2023-08-18 04:00:00+00:00,,,,,,0,0,47383.652,,,,,,,,0.0,,,,,,
2023-08-19 04:00:00+00:00,,,,,,0,0,47286.023,,,,,,,,0.0,,,,,,
2023-08-20 04:00:00+00:00,,,,,,0,0,47187.918,,,,,,,,0.0,,,,,,
2023-08-21 04:00:00+00:00,,,,,,0,0,47089.402,,,,,,,,0.0,,,,,,
2023-08-22 04:00:00+00:00,,,,,,0,0,46990.555,,,,,,,,0.0,,,,,,
2023-08-23 04:00:00+00:00,,,,,,0,0,46891.445,,,,,,,,0.0,,,,,,
2023-08-24 04:00:00+00:00,,,,,,0,0,46792.15,,,,,,,,0.0,,,,,,
2023-08-25 04:00:00+00:00,,,,,,0,0,46692.734,,,,,,,,0.0,,,,,,
2023-08-26 04:00:00+00:00,,,,,,0,0,46593.047,,,,,,,,0.0,,,,,,
2023-08-27 04:00:00+00:00,,,,,,0,0,46492.414,,,,,,,,0.0,,,,,,
2023-08-28 04:00:00+00:00,,,,,,0,0,46390.85,,,,,,,,0.0,,,,,,
2023-08-29 04:00:00+00:00,,,,,,0,0,46288.453,,,,,,,,0.0,,,,,,
2023-08-30 04:00:00+00:00,,,,,,0,0,46185.277,,,,,,,,0.0,,,,,,
2023-08-31 04:00:00+00:00,,,,,,0,0,46081.414,,,,,,,,0.0,,,,,,
2023-09-01 04:00:00+00:00,,,,,,0,0,45976.93,,,,,,,,0.0,,,,,,
2023-09-02 04:00:00+00:00,,,,,,0,0,45871.9,,,,,,,,0.0,,,,,,
2023-09-03 04:00:00+00:00,,,,,,0,0,45766.395,,,,,,,,0.0,,,,,,
2023-09-04 04:00:00+00:00,,,,,,0,0,45660.49,,,,,,,,0.0,,,,,,
2023-09-05 04:00:00+00:00,,,,,,0,0,45554.246,,,,,,,,0.0,,,,,,
2023-09-06 04:00:00+00:00,,,,,,0,0,45447.74,,,,,,,,0.0,,,,,,
2023-09-07 04:00:00+00:00,,,,,,0,0,45341.035,,,,,,,,0.0,,,,,,
2023-09-08 04:00:00+00:00,,,,,,0,0,45234.203,,,,,,,,0.0,,,,,,
2023-09-09 04:00:00+00:00,,,,,,0,0,45127.312,,,,,,,,0.0,,,,,,
2023-09-10 04:00:00+00:00,,,,,,0,0,45020.42,,,,,,,,0.0,,,,,,
2023-09-11 04:00:00+00:00,,,,,,0,0,44913.598,,,,,,,,0.0,,,,,,
2023-09-12 04:00:00+00:00,,,,,,0,0,44806.91,,,,,,,,0.0,,,,,,
2023-09-13 04:00:00+00:00,,,,,,0,0,44700.42,,,,,,,,0.0,,,,,,
2023-09-14 04:00:00+00:00,,,,,,0,0,44594.195,,,,,,,,0.0,,,,,,
2023-09-15 04:00:00+00:00,,,,,,0,0,44488.066,,,,,,,,0.0,,,,,,
2023-09-16 04:00:00+00:00,,,,,,0,0,44381.35,,,,,,,,0.0,,,,,,
2023-09-17 04:00:00+00:00,,,,,,0,0,44274.066,,,,,,,,0.0,,,,,,
2023-09-18 04:00:00+00:00,,,,,,0,0,44166.273,,,,,,,,0.0,,,,,,
2023-09-19 04:00:00+00:00,,,,,,0,0,44058.055,,,,,,,,0.0,,,,,,
2023-09-20 04:00:00+00:00,,,,,,0,0,43949.465,,,,,,,,0.0,,,,,,
2023-09-21 04:00:00+00:00,,,,,,0,0,43840.59,,,,,,,,0.0,,,,,,
2023-09-22 04:00:00+00:00,,,,,,0,0,43731.484,,,,,,,,0.0,,,,,,
2023-09-23 04:00:00+00:00,,,,,,0,0,43622.227,,,,,,,,0.0,,,,,,
2023-09-24 04:00:00+00:00,,,,,,0,0,43512.875,,,,,,,,0.0,,,,,,
2023-09-25 04:00:00+00:00,,,,,,0,0,43403.504,,,,,,,,0.0,,,,,,
2023-09-26 04:00:00+00:00,,,,,,0,0,43294.184,,,,,,,,0.0,,,,,,
2023-09-27 04:00:00+00:00,,,,,,0,0,43184.973,,,,,,,,0.0,,,,,,
2023-09-28 04:00:00+00:00,,,,,,0,0,43075.945,,,,,,,,0.0,,,,,,
2023-09-29 04:00:00+00:00,,,,,,0,0,42967.17,,,,,,,,0.0,,,,,,
2023-09-30 04:00:00+00:00,,,,,,0,0,42858.72,,,,,,,,0.0,,,,,,
